0024A382	VRWorkshops_mod_Legendary_Weapon_NERF	WEAP	peEnchantments	ADD	peEnchantments	VRWorkshopShared_ench_mod_LegendaryNerfPerk			0.00	Nerfed for VR attacks.	NONE	00000000
0009983D	mod_LaserGun_BarrelLaser_Short_A	WEAP	ivalue	MUL+ADD	ivalue	0.050		0.00	Standard.	miscmod_mod_LaserGun_BarrelLaser_Short_A	00187A8E
0009983D	mod_LaserGun_BarrelLaser_Short_A	WEAP	pkKeywords	ADD	pkKeywords	AnimsLaserBarrelShort			0.00	Standard.	miscmod_mod_LaserGun_BarrelLaser_Short_A	00187A8E
0009983D	mod_LaserGun_BarrelLaser_Short_A	WEAP	pkKeywords	ADD	pkKeywords	dn_HasBarrel_Short			0.00	Standard.	miscmod_mod_LaserGun_BarrelLaser_Short_A	00187A8E
0009983D	mod_LaserGun_BarrelLaser_Short_A	WEAP	pkKeywords	ADD	pkKeywords	remapNode_CSlide_P-Slide			0.00	Standard.	miscmod_mod_LaserGun_BarrelLaser_Short_A	00187A8E
00099836	mod_LaserGun_Grip_Standard	WEAP	ptEquipSlot	SET	ptEquipSlot	BothHandsLeftOptional			0.00	Standard.	miscmod_mod_LaserGun_Grip_Standard	001A8A87
00099836	mod_LaserGun_Grip_Standard	WEAP	fAttackActionPointCost	MUL+ADD	fAttackActionPointCost	-0.100		0.00	Standard.	miscmod_mod_LaserGun_Grip_Standard	001A8A87
00099836	mod_LaserGun_Grip_Standard	WEAP	fsecondarydamage	MUL+ADD	fsecondarydamage	0.500		0.00	Standard.	miscmod_mod_LaserGun_Grip_Standard	001A8A87
00099836	mod_LaserGun_Grip_Standard	WEAP	fweight	MUL+ADD	fweight	0.025		0.00	Standard.	miscmod_mod_LaserGun_Grip_Standard	001A8A87
00099836	mod_LaserGun_Grip_Standard	WEAP	ivalue	MUL+ADD	ivalue	0.025		0.00	Standard.	miscmod_mod_LaserGun_Grip_Standard	001A8A87
00099836	mod_LaserGun_Grip_Standard	WEAP	pkKeywords	ADD	pkKeywords	AnimsLaserGripPistol			0.00	Standard.	miscmod_mod_LaserGun_Grip_Standard	001A8A87
00099836	mod_LaserGun_Grip_Standard	WEAP	pkKeywords	ADD	pkKeywords	dn_HasGrip_Pistol			0.00	Standard.	miscmod_mod_LaserGun_Grip_Standard	001A8A87
00099836	mod_LaserGun_Grip_Standard	WEAP	pkKeywords	ADD	pkKeywords	AnimsGripPistol			0.00	Standard.	miscmod_mod_LaserGun_Grip_Standard	001A8A87
00099836	mod_LaserGun_Grip_Standard	WEAP	pkKeywords	ADD	pkKeywords	WeaponTypePistol			0.00	Standard.	miscmod_mod_LaserGun_Grip_Standard	001A8A87
00099836	mod_LaserGun_Grip_Standard	WEAP	pkKeywords	ADD	pkKeywords	s_35_GripPistol			0.00	Standard.	miscmod_mod_LaserGun_Grip_Standard	001A8A87
00099835	mod_LaserGun_BarrelLaser_Super_A	WEAP	fFullPowerSeconds	SET	fFullPowerSeconds	3.000		0.00	Superior damage and range. Worse recoil. Poor ammo capacity and hip-fire accuracy.	miscmod_mod_LaserGun_BarrelLaser_Super_A	00187A92
00099835	mod_LaserGun_BarrelLaser_Super_A	WEAP	fMinPowerPerShot	SET	fMinPowerPerShot	0.500		0.00	Superior damage and range. Worse recoil. Poor ammo capacity and hip-fire accuracy.	miscmod_mod_LaserGun_BarrelLaser_Super_A	00187A92
00099835	mod_LaserGun_BarrelLaser_Super_A	WEAP	piImpactDataSet	SET	piImpactDataSet	LaserMusketImpactSet			0.00	Superior damage and range. Worse recoil. Poor ammo capacity and hip-fire accuracy.	miscmod_mod_LaserGun_BarrelLaser_Super_A	00187A92
00099835	mod_LaserGun_BarrelLaser_Super_A	WEAP	ppOverrideProjectile	SET	ppOverrideProjectile	LaserPowerBeamRed			0.00	Superior damage and range. Worse recoil. Poor ammo capacity and hip-fire accuracy.	miscmod_mod_LaserGun_BarrelLaser_Super_A	00187A92
00099835	mod_LaserGun_BarrelLaser_Super_A	WEAP	fAimModelConeIronSightsMultiplier	MUL+ADD	fAimModelConeIronSightsMultiplier	-0.200		0.00	Superior damage and range. Worse recoil. Poor ammo capacity and hip-fire accuracy.	miscmod_mod_LaserGun_BarrelLaser_Super_A	00187A92
00099835	mod_LaserGun_BarrelLaser_Super_A	WEAP	fAimModelMaxConeDegrees	MUL+ADD	fAimModelMaxConeDegrees	1.000		0.00	Superior damage and range. Worse recoil. Poor ammo capacity and hip-fire accuracy.	miscmod_mod_LaserGun_BarrelLaser_Super_A	00187A92
00099835	mod_LaserGun_BarrelLaser_Super_A	WEAP	fAimModelMinConeDegrees	MUL+ADD	fAimModelMinConeDegrees	1.000		0.00	Superior damage and range. Worse recoil. Poor ammo capacity and hip-fire accuracy.	miscmod_mod_LaserGun_BarrelLaser_Super_A	00187A92
00099835	mod_LaserGun_BarrelLaser_Super_A	WEAP	fAttackActionPointCost	MUL+ADD	fAttackActionPointCost	0.350		0.00	Superior damage and range. Worse recoil. Poor ammo capacity and hip-fire accuracy.	miscmod_mod_LaserGun_BarrelLaser_Super_A	00187A92
00099835	mod_LaserGun_BarrelLaser_Super_A	WEAP	fmaxrange	MUL+ADD	fmaxrange	18.000		0.00	Superior damage and range. Worse recoil. Poor ammo capacity and hip-fire accuracy.	miscmod_mod_LaserGun_BarrelLaser_Super_A	00187A92
00099835	mod_LaserGun_BarrelLaser_Super_A	WEAP	fminrange	MUL+ADD	fminrange	11.000		0.00	Superior damage and range. Worse recoil. Poor ammo capacity and hip-fire accuracy.	miscmod_mod_LaserGun_BarrelLaser_Super_A	00187A92
00099835	mod_LaserGun_BarrelLaser_Super_A	WEAP	fSightedTransitionSeconds	MUL+ADD	fSightedTransitionSeconds	0.050		0.00	Superior damage and range. Worse recoil. Poor ammo capacity and hip-fire accuracy.	miscmod_mod_LaserGun_BarrelLaser_Super_A	00187A92
00099835	mod_LaserGun_BarrelLaser_Super_A	WEAP	fweight	MUL+ADD	fweight	0.600		0.00	Superior damage and range. Worse recoil. Poor ammo capacity and hip-fire accuracy.	miscmod_mod_LaserGun_BarrelLaser_Super_A	00187A92
00099835	mod_LaserGun_BarrelLaser_Super_A	WEAP	iammocapacity	MUL+ADD	iammocapacity	-0.700		0.00	Superior damage and range. Worse recoil. Poor ammo capacity and hip-fire accuracy.	miscmod_mod_LaserGun_BarrelLaser_Super_A	00187A92
00099835	mod_LaserGun_BarrelLaser_Super_A	WEAP	ivalue	MUL+ADD	ivalue	0.200		0.00	Superior damage and range. Worse recoil. Poor ammo capacity and hip-fire accuracy.	miscmod_mod_LaserGun_BarrelLaser_Super_A	00187A92
00099835	mod_LaserGun_BarrelLaser_Super_A	WEAP	vdDamageTypeValues	MUL+ADD	vdDamageTypeValues:dtEnergy	0.750	00060A81		0.00	Superior damage and range. Worse recoil. Poor ammo capacity and hip-fire accuracy.	miscmod_mod_LaserGun_BarrelLaser_Super_A	00187A92
00099835	mod_LaserGun_BarrelLaser_Super_A	WEAP	fZoomDataCameraOffsetZ	ADD	fZoomDataCameraOffsetZ	1.420		0.00	Superior damage and range. Worse recoil. Poor ammo capacity and hip-fire accuracy.	miscmod_mod_LaserGun_BarrelLaser_Super_A	00187A92
00099835	mod_LaserGun_BarrelLaser_Super_A	WEAP	pkKeywords	ADD	pkKeywords	AnimsLaserBarrelSuper			0.00	Superior damage and range. Worse recoil. Poor ammo capacity and hip-fire accuracy.	miscmod_mod_LaserGun_BarrelLaser_Super_A	00187A92
00099835	mod_LaserGun_BarrelLaser_Super_A	WEAP	pkKeywords	ADD	pkKeywords	dn_HasBarrelSuper			0.00	Superior damage and range. Worse recoil. Poor ammo capacity and hip-fire accuracy.	miscmod_mod_LaserGun_BarrelLaser_Super_A	00187A92
00099835	mod_LaserGun_BarrelLaser_Super_A	WEAP	pkKeywords	ADD	pkKeywords	remapNode			0.00	Superior damage and range. Worse recoil. Poor ammo capacity and hip-fire accuracy.	miscmod_mod_LaserGun_BarrelLaser_Super_A	00187A92
000997C9	mod_LaserGun_BarrelLaser_Spinning_A	WEAP	bautomatic	SET	bautomatic	true		0.00	Improved rate of fire, range and sighted accuracy. Worse recoil. Reduced ammo capacity. Poor hip-fire accuracy.	miscmod_mod_LaserGun_BarrelLaser_Spinning_A	00187A90
000997C9	mod_LaserGun_BarrelLaser_Spinning_A	WEAP	fAimModelConeIronSightsMultiplier	MUL+ADD	fAimModelConeIronSightsMultiplier	-0.200		0.00	Improved rate of fire, range and sighted accuracy. Worse recoil. Reduced ammo capacity. Poor hip-fire accuracy.	miscmod_mod_LaserGun_BarrelLaser_Spinning_A	00187A90
000997C9	mod_LaserGun_BarrelLaser_Spinning_A	WEAP	fAimModelMaxConeDegrees	MUL+ADD	fAimModelMaxConeDegrees	1.000		0.00	Improved rate of fire, range and sighted accuracy. Worse recoil. Reduced ammo capacity. Poor hip-fire accuracy.	miscmod_mod_LaserGun_BarrelLaser_Spinning_A	00187A90
000997C9	mod_LaserGun_BarrelLaser_Spinning_A	WEAP	fAimModelMinConeDegrees	MUL+ADD	fAimModelMinConeDegrees	1.000		0.00	Improved rate of fire, range and sighted accuracy. Worse recoil. Reduced ammo capacity. Poor hip-fire accuracy.	miscmod_mod_LaserGun_BarrelLaser_Spinning_A	00187A90
000997C9	mod_LaserGun_BarrelLaser_Spinning_A	WEAP	fAttackActionPointCost	MUL+ADD	fAttackActionPointCost	0.250		0.00	Improved rate of fire, range and sighted accuracy. Worse recoil. Reduced ammo capacity. Poor hip-fire accuracy.	miscmod_mod_LaserGun_BarrelLaser_Spinning_A	00187A90
000997C9	mod_LaserGun_BarrelLaser_Spinning_A	WEAP	fmaxrange	MUL+ADD	fmaxrange	16.000		0.00	Improved rate of fire, range and sighted accuracy. Worse recoil. Reduced ammo capacity. Poor hip-fire accuracy.	miscmod_mod_LaserGun_BarrelLaser_Spinning_A	00187A90
000997C9	mod_LaserGun_BarrelLaser_Spinning_A	WEAP	fminrange	MUL+ADD	fminrange	9.000		0.00	Improved rate of fire, range and sighted accuracy. Worse recoil. Reduced ammo capacity. Poor hip-fire accuracy.	miscmod_mod_LaserGun_BarrelLaser_Spinning_A	00187A90
000997C9	mod_LaserGun_BarrelLaser_Spinning_A	WEAP	fSightedTransitionSeconds	MUL+ADD	fSightedTransitionSeconds	0.030		0.00	Improved rate of fire, range and sighted accuracy. Worse recoil. Reduced ammo capacity. Poor hip-fire accuracy.	miscmod_mod_LaserGun_BarrelLaser_Spinning_A	00187A90
000997C9	mod_LaserGun_BarrelLaser_Spinning_A	WEAP	fweight	MUL+ADD	fweight	0.600		0.00	Improved rate of fire, range and sighted accuracy. Worse recoil. Reduced ammo capacity. Poor hip-fire accuracy.	miscmod_mod_LaserGun_BarrelLaser_Spinning_A	00187A90
000997C9	mod_LaserGun_BarrelLaser_Spinning_A	WEAP	iammocapacity	MUL+ADD	iammocapacity	-0.100		0.00	Improved rate of fire, range and sighted accuracy. Worse recoil. Reduced ammo capacity. Poor hip-fire accuracy.	miscmod_mod_LaserGun_BarrelLaser_Spinning_A	00187A90
000997C9	mod_LaserGun_BarrelLaser_Spinning_A	WEAP	ivalue	MUL+ADD	ivalue	0.150		0.00	Improved rate of fire, range and sighted accuracy. Worse recoil. Reduced ammo capacity. Poor hip-fire accuracy.	miscmod_mod_LaserGun_BarrelLaser_Spinning_A	00187A90
000997C9	mod_LaserGun_BarrelLaser_Spinning_A	WEAP	vdDamageTypeValues	MUL+ADD	vdDamageTypeValues:dtEnergy	-0.250	00060A81		0.00	Improved rate of fire, range and sighted accuracy. Worse recoil. Reduced ammo capacity. Poor hip-fire accuracy.	miscmod_mod_LaserGun_BarrelLaser_Spinning_A	00187A90
000997C9	mod_LaserGun_BarrelLaser_Spinning_A	WEAP	fZoomDataCameraOffsetZ	ADD	fZoomDataCameraOffsetZ	1.420		0.00	Improved rate of fire, range and sighted accuracy. Worse recoil. Reduced ammo capacity. Poor hip-fire accuracy.	miscmod_mod_LaserGun_BarrelLaser_Spinning_A	00187A90
000997C9	mod_LaserGun_BarrelLaser_Spinning_A	WEAP	pkKeywords	ADD	pkKeywords	AnimsLaserBarrelRapid			0.00	Improved rate of fire, range and sighted accuracy. Worse recoil. Reduced ammo capacity. Poor hip-fire accuracy.	miscmod_mod_LaserGun_BarrelLaser_Spinning_A	00187A90
000997C9	mod_LaserGun_BarrelLaser_Spinning_A	WEAP	pkKeywords	ADD	pkKeywords	dn_HasBarrelSpinning			0.00	Improved rate of fire, range and sighted accuracy. Worse recoil. Reduced ammo capacity. Poor hip-fire accuracy.	miscmod_mod_LaserGun_BarrelLaser_Spinning_A	00187A90
000997C9	mod_LaserGun_BarrelLaser_Spinning_A	WEAP	pkKeywords	ADD	pkKeywords	s_30_Auto			0.00	Improved rate of fire, range and sighted accuracy. Worse recoil. Reduced ammo capacity. Poor hip-fire accuracy.	miscmod_mod_LaserGun_BarrelLaser_Spinning_A	00187A90
000997C9	mod_LaserGun_BarrelLaser_Spinning_A	WEAP	pkKeywords	ADD	pkKeywords	remapNode_C-Rotor_P-Rotor			0.00	Improved rate of fire, range and sighted accuracy. Worse recoil. Reduced ammo capacity. Poor hip-fire accuracy.	miscmod_mod_LaserGun_BarrelLaser_Spinning_A	00187A90
000997C9	mod_LaserGun_BarrelLaser_Spinning_A	WEAP	pkKeywords	ADD	pkKeywords	WeaponTypeAutomatic			0.00	Improved rate of fire, range and sighted accuracy. Worse recoil. Reduced ammo capacity. Poor hip-fire accuracy.	miscmod_mod_LaserGun_BarrelLaser_Spinning_A	00187A90
0005C252	mod_melee_Board_Spikes	WEAP	fweight	MUL+ADD	fweight	0.200		0.00	Armor piercing. Better damage.	miscmod_mod_melee_Board_Spikes	00136287
0005C252	mod_melee_Board_Spikes	WEAP	iattackdamage	MUL+ADD	iattackdamage	0.250		0.00	Armor piercing. Better damage.	miscmod_mod_melee_Board_Spikes	00136287
0005C252	mod_melee_Board_Spikes	WEAP	ivalue	MUL+ADD	ivalue	0.300		0.00	Armor piercing. Better damage.	miscmod_mod_melee_Board_Spikes	00136287
0005C252	mod_melee_Board_Spikes	WEAP	irank	ADD	irank	1		0.00	Armor piercing. Better damage.	miscmod_mod_melee_Board_Spikes	00136287
0005C252	mod_melee_Board_Spikes	WEAP	pkKeywords	ADD	pkKeywords	dn_HasMeleeMod_Spikes			0.00	Armor piercing. Better damage.	miscmod_mod_melee_Board_Spikes	00136287
0005C252	mod_melee_Board_Spikes	WEAP	pkKeywords	ADD	pkKeywords	ap_melee_ArmorPenetrate			0.00	Armor piercing. Better damage.	miscmod_mod_melee_Board_Spikes	00136287
0005524D	mod_melee_Knuckles_Spikes	WEAP	fweight	MUL+ADD	fweight	0.200		0.00	Armor piercing. Better damage.	miscmod_mod_melee_Knuckles_Spikes	001362C7
0005524D	mod_melee_Knuckles_Spikes	WEAP	iattackdamage	MUL+ADD	iattackdamage	0.250		0.00	Armor piercing. Better damage.	miscmod_mod_melee_Knuckles_Spikes	001362C7
0005524D	mod_melee_Knuckles_Spikes	WEAP	ivalue	MUL+ADD	ivalue	0.300		0.00	Armor piercing. Better damage.	miscmod_mod_melee_Knuckles_Spikes	001362C7
0005524D	mod_melee_Knuckles_Spikes	WEAP	irank	ADD	irank	1		0.00	Armor piercing. Better damage.	miscmod_mod_melee_Knuckles_Spikes	001362C7
0005524D	mod_melee_Knuckles_Spikes	WEAP	pkKeywords	ADD	pkKeywords	dn_HasMeleeMod_Spikes			0.00	Armor piercing. Better damage.	miscmod_mod_melee_Knuckles_Spikes	001362C7
0005524D	mod_melee_Knuckles_Spikes	WEAP	pkKeywords	ADD	pkKeywords	ap_melee_ArmorPenetrate			0.00	Armor piercing. Better damage.	miscmod_mod_melee_Knuckles_Spikes	001362C7
0002C0D3	mod_LaserMusket_Receiver_1	WEAP	ppOverrideProjectile	SET	ppOverrideProjectile	LaserMusketBeam01			0.00	Two crank reload maximum.	miscmod_mod_LaserMusket_Receiver_1	001362DE
0002C0D3	mod_LaserMusket_Receiver_1	WEAP	fweight	MUL+ADD	fweight	0.100		0.00	Two crank reload maximum.	miscmod_mod_LaserMusket_Receiver_1	001362DE
0002C0D3	mod_LaserMusket_Receiver_1	WEAP	ivalue	MUL+ADD	ivalue	0.100		0.00	Two crank reload maximum.	miscmod_mod_LaserMusket_Receiver_1	001362DE
0002C0D3	mod_LaserMusket_Receiver_1	WEAP	pkKeywords	ADD	pkKeywords	dn_HasReceiver_Crank1			0.00	Two crank reload maximum.	miscmod_mod_LaserMusket_Receiver_1	001362DE
0002BF04	mod_LaserMusket_Scope_SightsIron	WEAP	fweight	MUL+ADD	fweight	0.025		0.00	Standard.	miscmod_mod_LaserMusket_Scope_SightsIron	001362DF
0002BF04	mod_LaserMusket_Scope_SightsIron	WEAP	ivalue	MUL+ADD	ivalue	0.025		0.00	Standard.	miscmod_mod_LaserMusket_Scope_SightsIron	001362DF
0002BF04	mod_LaserMusket_Scope_SightsIron	WEAP	pkKeywords	ADD	pkKeywords	dn_HasScope_IronSights			0.00	Standard.	miscmod_mod_LaserMusket_Scope_SightsIron	001362DF
0002BF01	mod_LaserMusket_Grip_StockShort	WEAP	ptEquipSlot	SET	ptEquipSlot	BothHands			0.00	Standard.	miscmod_mod_LaserMusket_Grip_StockShort	001362DD
0002BF01	mod_LaserMusket_Grip_StockShort	WEAP	fAimModelBaseStability	MUL+ADD	fAimModelBaseStability	0.070		0.00	Standard.	miscmod_mod_LaserMusket_Grip_StockShort	001362DD
0002BF01	mod_LaserMusket_Grip_StockShort	WEAP	fAimModelConeIronSightsMultiplier	MUL+ADD	fAimModelConeIronSightsMultiplier	-0.400		0.00	Standard.	miscmod_mod_LaserMusket_Grip_StockShort	001362DD
0002BF01	mod_LaserMusket_Grip_StockShort	WEAP	fAimModelRecoilMaxDegPerShot	MUL+ADD	fAimModelRecoilMaxDegPerShot	-0.150		0.00	Standard.	miscmod_mod_LaserMusket_Grip_StockShort	001362DD
0002BF01	mod_LaserMusket_Grip_StockShort	WEAP	fAimModelRecoilMinDegPerShot	MUL+ADD	fAimModelRecoilMinDegPerShot	-0.150		0.00	Standard.	miscmod_mod_LaserMusket_Grip_StockShort	001362DD
0002BF01	mod_LaserMusket_Grip_StockShort	WEAP	fsecondarydamage	MUL+ADD	fsecondarydamage	1.000		0.00	Standard.	miscmod_mod_LaserMusket_Grip_StockShort	001362DD
0002BF01	mod_LaserMusket_Grip_StockShort	WEAP	fSightedTransitionSeconds	MUL+ADD	fSightedTransitionSeconds	0.050		0.00	Standard.	miscmod_mod_LaserMusket_Grip_StockShort	001362DD
0002BF01	mod_LaserMusket_Grip_StockShort	WEAP	fweight	MUL+ADD	fweight	0.200		0.00	Standard.	miscmod_mod_LaserMusket_Grip_StockShort	001362DD
0002BF01	mod_LaserMusket_Grip_StockShort	WEAP	ivalue	MUL+ADD	ivalue	0.200		0.00	Standard.	miscmod_mod_LaserMusket_Grip_StockShort	001362DD
0002BF01	mod_LaserMusket_Grip_StockShort	WEAP	uAimModelRecoilShotsForRunaway	MUL+ADD	uAimModelRecoilShotsForRunaway	1.000		0.00	Standard.	miscmod_mod_LaserMusket_Grip_StockShort	001362DD
0002BF01	mod_LaserMusket_Grip_StockShort	WEAP	pkKeywords	ADD	pkKeywords	dn_HasGrip_Rifle			0.00	Standard.	miscmod_mod_LaserMusket_Grip_StockShort	001362DD
0002BF01	mod_LaserMusket_Grip_StockShort	WEAP	pkKeywords	ADD	pkKeywords	WeaponTypeRifle			0.00	Standard.	miscmod_mod_LaserMusket_Grip_StockShort	001362DD
0002BF01	mod_LaserMusket_Grip_StockShort	WEAP	pkKeywords	ADD	pkKeywords	dn_HasGrip_StockShort			0.00	Standard.	miscmod_mod_LaserMusket_Grip_StockShort	001362DD
0002BF01	mod_LaserMusket_Grip_StockShort	WEAP	pkKeywords	ADD	pkKeywords	s_35_GripRifle			0.00	Standard.	miscmod_mod_LaserMusket_Grip_StockShort	001362DD
0002BEFF	mod_LaserMusket_Grip_StockFull	WEAP	ptEquipSlot	SET	ptEquipSlot	BothHands			0.00	Better recoil.	miscmod_mod_LaserMusket_Grip_StockLong	001362DC
0002BEFF	mod_LaserMusket_Grip_StockFull	WEAP	fAimModelBaseStability	MUL+ADD	fAimModelBaseStability	0.070		0.00	Better recoil.	miscmod_mod_LaserMusket_Grip_StockLong	001362DC
0002BEFF	mod_LaserMusket_Grip_StockFull	WEAP	fAimModelConeIronSightsMultiplier	MUL+ADD	fAimModelConeIronSightsMultiplier	-0.400		0.00	Better recoil.	miscmod_mod_LaserMusket_Grip_StockLong	001362DC
0002BEFF	mod_LaserMusket_Grip_StockFull	WEAP	fAimModelRecoilMaxDegPerShot	MUL+ADD	fAimModelRecoilMaxDegPerShot	-0.200		0.00	Better recoil.	miscmod_mod_LaserMusket_Grip_StockLong	001362DC
0002BEFF	mod_LaserMusket_Grip_StockFull	WEAP	fAimModelRecoilMinDegPerShot	MUL+ADD	fAimModelRecoilMinDegPerShot	-0.200		0.00	Better recoil.	miscmod_mod_LaserMusket_Grip_StockLong	001362DC
0002BEFF	mod_LaserMusket_Grip_StockFull	WEAP	fAttackActionPointCost	MUL+ADD	fAttackActionPointCost	0.200		0.00	Better recoil.	miscmod_mod_LaserMusket_Grip_StockLong	001362DC
0002BEFF	mod_LaserMusket_Grip_StockFull	WEAP	fsecondarydamage	MUL+ADD	fsecondarydamage	1.000		0.00	Better recoil.	miscmod_mod_LaserMusket_Grip_StockLong	001362DC
0002BEFF	mod_LaserMusket_Grip_StockFull	WEAP	fSightedTransitionSeconds	MUL+ADD	fSightedTransitionSeconds	0.100		0.00	Better recoil.	miscmod_mod_LaserMusket_Grip_StockLong	001362DC
0002BEFF	mod_LaserMusket_Grip_StockFull	WEAP	fweight	MUL+ADD	fweight	0.300		0.00	Better recoil.	miscmod_mod_LaserMusket_Grip_StockLong	001362DC
0002BEFF	mod_LaserMusket_Grip_StockFull	WEAP	ivalue	MUL+ADD	ivalue	0.300		0.00	Better recoil.	miscmod_mod_LaserMusket_Grip_StockLong	001362DC
0002BEFF	mod_LaserMusket_Grip_StockFull	WEAP	uAimModelRecoilShotsForRunaway	MUL+ADD	uAimModelRecoilShotsForRunaway	1.000		0.00	Better recoil.	miscmod_mod_LaserMusket_Grip_StockLong	001362DC
0002BEFF	mod_LaserMusket_Grip_StockFull	WEAP	pkKeywords	ADD	pkKeywords	dn_HasGrip_Rifle			0.00	Better recoil.	miscmod_mod_LaserMusket_Grip_StockLong	001362DC
0002BEFF	mod_LaserMusket_Grip_StockFull	WEAP	pkKeywords	ADD	pkKeywords	s_35_GripRifle			0.00	Better recoil.	miscmod_mod_LaserMusket_Grip_StockLong	001362DC
0002BEFE	mod_LaserMusket_BarrelLaser_Long_ExtensionNoBracket	WEAP	fAimModelConeIronSightsMultiplier	MUL+ADD	fAimModelConeIronSightsMultiplier	-0.400		0.00	Superior range. Improved damage, sighted accuracy and recoil. Reduced ammo capacity. Poor hip-fire accuracy. (No muzzle slot.)	miscmod_mod_LaserMusket_BarrelLaser_Long_ExtensionNoBracket	001362D5
0002BEFE	mod_LaserMusket_BarrelLaser_Long_ExtensionNoBracket	WEAP	fAimModelMaxConeDegrees	MUL+ADD	fAimModelMaxConeDegrees	0.500		0.00	Superior range. Improved damage, sighted accuracy and recoil. Reduced ammo capacity. Poor hip-fire accuracy. (No muzzle slot.)	miscmod_mod_LaserMusket_BarrelLaser_Long_ExtensionNoBracket	001362D5
0002BEFE	mod_LaserMusket_BarrelLaser_Long_ExtensionNoBracket	WEAP	fAimModelMinConeDegrees	MUL+ADD	fAimModelMinConeDegrees	1.000		0.00	Superior range. Improved damage, sighted accuracy and recoil. Reduced ammo capacity. Poor hip-fire accuracy. (No muzzle slot.)	miscmod_mod_LaserMusket_BarrelLaser_Long_ExtensionNoBracket	001362D5
0002BEFE	mod_LaserMusket_BarrelLaser_Long_ExtensionNoBracket	WEAP	fAimModelRecoilMaxDegPerShot	MUL+ADD	fAimModelRecoilMaxDegPerShot	-0.150		0.00	Superior range. Improved damage, sighted accuracy and recoil. Reduced ammo capacity. Poor hip-fire accuracy. (No muzzle slot.)	miscmod_mod_LaserMusket_BarrelLaser_Long_ExtensionNoBracket	001362D5
0002BEFE	mod_LaserMusket_BarrelLaser_Long_ExtensionNoBracket	WEAP	fAimModelRecoilMinDegPerShot	MUL+ADD	fAimModelRecoilMinDegPerShot	-0.150		0.00	Superior range. Improved damage, sighted accuracy and recoil. Reduced ammo capacity. Poor hip-fire accuracy. (No muzzle slot.)	miscmod_mod_LaserMusket_BarrelLaser_Long_ExtensionNoBracket	001362D5
0002BEFE	mod_LaserMusket_BarrelLaser_Long_ExtensionNoBracket	WEAP	fAttackActionPointCost	MUL+ADD	fAttackActionPointCost	0.100		0.00	Superior range. Improved damage, sighted accuracy and recoil. Reduced ammo capacity. Poor hip-fire accuracy. (No muzzle slot.)	miscmod_mod_LaserMusket_BarrelLaser_Long_ExtensionNoBracket	001362D5
0002BEFE	mod_LaserMusket_BarrelLaser_Long_ExtensionNoBracket	WEAP	fmaxrange	MUL+ADD	fmaxrange	17.000		0.00	Superior range. Improved damage, sighted accuracy and recoil. Reduced ammo capacity. Poor hip-fire accuracy. (No muzzle slot.)	miscmod_mod_LaserMusket_BarrelLaser_Long_ExtensionNoBracket	001362D5
0002BEFE	mod_LaserMusket_BarrelLaser_Long_ExtensionNoBracket	WEAP	fminrange	MUL+ADD	fminrange	10.000		0.00	Superior range. Improved damage, sighted accuracy and recoil. Reduced ammo capacity. Poor hip-fire accuracy. (No muzzle slot.)	miscmod_mod_LaserMusket_BarrelLaser_Long_ExtensionNoBracket	001362D5
0002BEFE	mod_LaserMusket_BarrelLaser_Long_ExtensionNoBracket	WEAP	fSightedTransitionSeconds	MUL+ADD	fSightedTransitionSeconds	0.030		0.00	Superior range. Improved damage, sighted accuracy and recoil. Reduced ammo capacity. Poor hip-fire accuracy. (No muzzle slot.)	miscmod_mod_LaserMusket_BarrelLaser_Long_ExtensionNoBracket	001362D5
